Association,Fermi Name,CGRABS Name,Class,dec,RA,Redshift,Fermi-LAT Flux,Disk Luminosity,BLR Radius,Muon Neutrino Flux Best Fit,Muon Neutrino Flux Min,Muon Neutrino Flux Max,IceCube Event Rate Best Fit,IceCube Event Rate Min,IceCube Event Rate Max,Neutrino Peak Energy Best Fit,Blob Radius Best Fit,B-Field Best Fit,Bulk Lorentz Best Fit,Dissipation Radius Best Fit,Electron Luminosity Best Fit,Electron Max Lorentz Factor Best Fit,Electron Min Lorentz Factor Best Fit,Electron Spectral Index Best Fit,Proton Luminosity Best Fit,Proton Luminosity Min,Proton Luminosity Max,Proton Max Lorentz Factor Best Fit,Proton Min Lorentz Factor Fixed,Proton Spectral Index Fixed
PKS 2144+092,3FGL J2036.8-2830,CGRABS J2147+0929,FSRQ,9.51809978485107,326.782897949219,1.11,2.3709352189871198e-11,1.5135612484362073e+46,3.857096976833989e+17,0.0,0.0,2.554362122930366e-12,0.0,0.0,0.23916022001545395,0.18160672664353358,1730000000000000.0,0.191,4.29,1.06e+18,9.53e+44,1170000.0,15.8,1.9,0.0,0.0,6.650325473714526e+46,0.0,0,1.0
4C +38.41,3FGL J2036.8-2830,CGRABS J1635+3808,FSRQ,38.140098571777294,248.816802978516,1.81,1.65007146835094e-10,8.912509381337514e+46,9.442173399289605e+17,0.0,0.0,2.4818905806716103e-12,0.0,0.0,0.1268209266485785,0.7207956458263599,1160000000000000.0,0.449,15.2,9.77e+17,4.02e+43,5420.0,210.0,1.73,0.0,0.0,4.988569798221913e+45,0.0,0,1.0
GB6 J0225+1846,3FGL J2036.8-2830,CGRABS J0225+1846,FSRQ,18.8,0.0,2.69,6.030560221251432e-12,7.943282347242789e+46,8.917608210440182e+17,0.0,0.0,2.4546296444788108e-12,0.0,0.0,0.1606472196550953,0.3636593309216925,1.06e+17,0.959,12.3,8.89e+17,2.15e+44,6110000.0,14.0,2.72,0.0,0.0,5.098453467172559e+44,0.0,0,1.0
PG 1553+113,3FGL J2036.8-2830,CGRABS J1555+1111,HBL,11.1884002685547,238.931304931641,0.36,1.67344194057506e-10,3.981071705534986e+44,6.171355162934382e+16,0.0,0.0,2.4430311291203698e-12,0.0,0.0,0.12689731556332204,0.5310474799770882,2.12e+17,0.0382,5.99,0.0,5.5e+43,671000.0,626.0,1.21,0.0,0.0,1.5061307988453985e+47,0.0,0,1.0
4C +40.24,3FGL J2036.8-2830,CGRABS J0948+4039,FSRQ,40.6366996765137,147.261795043945,1.25,3.0938934140328798e-12,3.0199517204019943e+46,5.461649319196928e+17,0.0,0.0,1.841367036143635e-12,0.0,0.0,0.19318004124908653,0.13259313601115139,1010000000000000.0,0.661,3.34,5.54e+17,9.85e+44,5060000.0,9760.0,1.37,0.0,0.0,3.5969651534601516e+46,0.0,0,1.0
OX 169,3FGL J2036.8-2830,CGRABS J2143+1743,FSRQ,17.7306003570557,325.894195556641,0.21,7.244520955351769e-11,3.9810717055349855e+45,2.0056904279536746e+17,0.0,0.0,1.781241102378893e-12,0.0,0.0,0.064689545367768,1.1565314779621367,1160000000000000.0,3.02,7.78,2.01e+17,2.53e+42,243000.0,710.0,2.74,0.0,0.0,1.066892153674313e+45,0.0,0,1.0
3C 279,3FGL J2036.8-2830,CGRABS J1256-0547,FSRQ,-5.78870010375977,194.04150390625,0.54,2.79031825423104e-10,1.9952623149688667e+45,1.419411687474908e+17,0.0,0.0,1.770849854949138e-12,0.0,0.0,0.03583789453705379,1.9694278051213732,1000000000000000.0,0.698,27.8,2.04e+17,1.99e+42,369000.0,231.0,2.75,0.0,0.0,9.017851438825627e+44,0.0,0,1.0
GB6 B0642+4454,3FGL J2036.8-2830,CGRABS J0646+4451,FSRQ,44.85,0.0,3.41,4.907261496850645e-12,1.2882495516931324e+47,1.1355293499799264e+18,0.0,0.0,1.7269388349780433e-12,0.0,0.0,0.1291491724923879,0.3082027210985071,1.39e+16,1.82,10.2,1.12e+18,1.41e+44,1030.0,62.2,1.18,0.0,0.0,1.3121065777108753e+46,0.0,0,1.0
PKS 1730-13,3FGL J2036.8-2830,CGRABS J1733-1304,FSRQ,-13.0858001708984,263.263214111328,0.9,6.604779223540189e-11,1.9952623149688665e+46,4.443375717312755e+17,0.0,0.0,1.702089257611415e-12,0.0,0.0,0.09000024334619097,0.5850435346673246,3060000000000000.0,0.166,15.2,8.29e+17,1.93e+43,4280.0,24.7,1.26,0.0,0.0,3.1937970028903404e+46,0.0,0,1.0
4C +49.22,3FGL J2036.8-2830,CGRABS J1152+4939,FSRQ,49.5168991088867,178.350494384766,1.09,1.8180464078643197e-11,3.9810717055349855e+46,6.29478226619307e+17,0.0,0.0,1.6633625337976908e-12,0.0,0.0,0.14681998296805707,0.21197882673186397,1160000000000000.0,0.27,4.96,6.78e+17,1.71e+44,631000.0,216.0,1.96,0.0,0.0,8.948414861053558e+46,0.0,0,1.0
PKS 1933-400,3FGL J2036.8-2830,CGRABS J1937-3958,FSRQ,-39.9824981689453,294.309204101563,0.96,1.1898639191987299e-11,1.8197008586099751e+46,4.2273782866100525e+17,0.0,0.0,1.610058801060765e-12,0.0,0.0,0.09160939671734741,0.5237979686285251,1000000000000000.0,1.99,10.4,4.32e+17,1.51e+43,230000.0,630.0,2.73,0.0,0.0,6.367617201771592e+45,0.0,0,1.0
PKS 2149-306,3FGL J2036.8-2830,CGRABS J2151-3027,FSRQ,-30.4599990844727,327.965515136719,2.35,3.46370432335874e-11,1.2022644346174083e+47,1.0892441862579185e+18,0.0,0.0,1.5050104752313706e-12,0.0,0.0,0.07264453004481909,0.5634005753682338,9.78e+16,0.539,17.3,1.13e+18,2.58e+44,7020.0,17.5,2.83,0.0,0.0,1.0879769788457421e+44,0.0,0,1.0
S5 0633+73,3FGL J2036.8-2830,CGRABS J0639+7324,FSRQ,73.3438034057617,99.6710968017578,1.85,5.6137117523946694e-12,7.943282347242789e+46,8.917608210440182e+17,0.0,0.0,1.469627968228353e-12,0.0,0.0,0.13243607486321182,0.19306028628160085,3320000000000000.0,0.579,6.16,9.42e+17,1.7e+44,7190.0,52.1,1.27,0.0,0.0,1.0273038634048257e+47,0.0,0,1.0
PKS 0528+134,3FGL J2036.8-2830,CGRABS J0530+1331,FSRQ,13.5402002334595,82.7363967895508,2.07,2.5774974168890597e-11,1.8197008586099752e+47,1.3360983927752937e+18,0.0,0.0,1.4576947172705458e-12,0.0,0.0,0.12499787225635424,0.23508779307990524,1000000000000000.0,0.465,8.08,1.32e+18,3.83e+44,17400.0,778.0,1.6,0.0,0.0,1.211152343844489e+46,0.0,0,1.0
I Zw 187,3FGL J2036.8-2830,CGRABS J1728+5013,HBL,50.2266998291016,262.077911376953,0.06,2.2093611662388197e-11,6.456542290346589e+42,9257032744401574.0,0.0,0.0,1.443375163592219e-12,0.0,0.0,0.05112486191222188,0.9314481919362216,5020000000000000.0,0.656,9.05,0.0,1.49e+41,6350000.0,726.0,2.02,0.0,0.0,2.46567747891534e+45,0.0,0,1.0
PKS 0637-75,3FGL J2036.8-2830,CGRABS J0635-7516,FSRQ,-75.3046035766602,98.9021987915039,0.65,1.30605474352175e-11,7.079457843841402e+46,8.331329469961417e+17,0.0,0.0,1.3370146314733465e-12,0.0,0.0,0.07630064356043287,0.4304454795149578,4.5e+16,1.46,5.33,9.51e+17,9.1e+43,2590.0,113.0,1.28,0.0,0.0,3.837438181200098e+46,0.0,0,1.0
PKS 1346-112,3FGL J2036.8-2830,CGRABS J1349-1132,FSRQ,-11.5187997817993,207.386901855469,0.34,1.3762586556498298e-11,3.019951720401995e+45,1.7279794456216272e+17,0.0,0.0,1.1823156544613397e-12,0.0,0.0,0.07791248190251884,0.3746179740953189,2160000000000000.0,1.6,5.62,2.01e+17,1.22e+43,1400000.0,315.0,2.48,0.0,0.0,1.22e+46,0.0,0,1.0
4C +14.23,3FGL J2036.8-2830,CGRABS J0725+1425,FSRQ,14.421199798584,111.323997497559,1.04,4.84133011457999e-11,1.2022644346174082e+46,3.4559588912432544e+17,0.0,0.0,1.0650222926772998e-12,0.0,0.0,0.05274409175303753,0.573306684004202,3830000000000000.0,0.22,9.7,4.02e+17,3.37e+43,477000.0,408.0,2.15,0.0,0.0,3.37e+46,0.0,0,1.0
PKS 0646-306,3FGL J2036.8-2830,CGRABS J0648-3044,FSRQ,-30.7509002685547,102.010101318359,1.15,1.38592253992598e-11,1.5135612484362073e+46,3.857096976833989e+17,0.0,0.0,1.0246610921707485e-12,0.0,0.0,0.0797825185877943,0.3069961328478474,1170000000000000.0,2.92,6.05,4.03e+17,8.05e+43,9480000.0,831.0,2.17,0.0,0.0,1.7764209256130945e+46,0.0,0,1.0
PKS 0754+100,3FGL J2036.8-2830,CGRABS J0757+0956,LBL,9.94909954071045,119.285598754883,0.27,1.9944594586984698e-11,1.4125375446227497e+44,3.7028130977606296e+16,0.0,0.0,9.315767367966563e-13,0.0,0.0,0.046846623559120705,0.6752037026089376,5.52e+16,0.205,7.86,0.0,1.14e+43,2430000.0,517.0,2.76,0.0,0.0,1.520214432666189e+47,0.0,0,1.0
OQ 253,3FGL J2036.8-2830,CGRABS J1434+1952,FSRQ,19.8477993011475,218.675003051758,1.38,1.5287377266859398e-11,1.9952623149688665e+46,4.443375717312755e+17,0.0,0.0,9.280418793795023e-13,0.0,0.0,0.0865679283178063,0.18427296710149388,1000000000000000.0,0.122,4.91,4.56e+17,2.3e+44,1110000.0,132.0,1.99,0.0,0.0,1.1200253078814854e+47,0.0,0,1.0
PKS 0202-17,3FGL J2036.8-2830,CGRABS J0204-1701,FSRQ,-17.0021991729736,31.2637004852295,1.74,1.2279626100675198e-11,1e+47,9.966738588139028e+17,0.0,0.0,9.253134367183612e-13,0.0,0.0,0.06308252931085566,0.38467019549544007,1000000000000000.0,4.01,11.8,1.11e+18,3.22e+43,12900.0,419.0,1.88,0.0,0.0,4.958563413911564e+45,0.0,0,1.0
OS 562,3FGL J2036.8-2830,CGRABS J1638+5720,FSRQ,57.3577003479004,249.525100708008,0.75,5.30411652099883e-12,3.4673685045253095e+46,5.893644180602336e+17,0.0,0.0,8.641374592040029e-13,0.0,0.0,0.02762051829187189,1.1040909244058286,1000000000000000.0,4.67,14.5,6.11e+17,2.98e+42,199000.0,33.5,2.81,0.0,0.0,6.576067525872077e+44,0.0,0,1.0
PKS 2204-54,3FGL J2036.8-2830,CGRABS J2207-5346,FSRQ,-53.771900177002,331.892211914063,1.22,8.32351115115371e-12,3.0199517204019943e+46,5.461649319196928e+17,0.0,0.0,8.240290005946632e-13,0.0,0.0,0.037881551137200584,0.7060505832539908,1640000000000000.0,2.04,13.0,6.08e+17,7.36e+42,25000000.0,529.0,2.67,0.0,0.0,5.136033104568614e+45,0.0,0,1.0
PKS 2145+06,3FGL J2036.8-2830,CGRABS J2148+0657,FSRQ,6.8790998458862305,327.163391113281,1.0,5.50985168948359e-12,1e+47,9.966738588139028e+17,0.0,0.0,7.847074041711684e-13,0.0,0.0,0.0676471718398544,0.21546815357110277,2e+16,4.32,3.95,1.01e+18,6.95e+44,26200.0,794.0,2.25,0.0,0.0,4.199859912155023e+46,0.0,0,1.0
ON 246,3FGL J2036.8-2830,CGRABS J1230+2518,HBL,25.2982997894287,187.559906005859,0.14,3.6863349178739594e-11,7.079457843841402e+43,2.777109823320472e+16,0.0,0.0,7.391912927213188e-13,0.0,0.0,0.02462575070593418,1.1151117957020753,2440000000000000.0,2.93,9.54,0.0,6.31e+41,283000.0,526.0,2.36,0.0,0.0,2.3042487429780264e+45,0.0,0,1.0
PKS B1339-206,3FGL J2036.8-2830,CGRABS J1342-2051,FSRQ,-20.890100479126,205.460998535156,1.58,7.497678693180189e-12,3.0199517204019943e+46,5.461649319196928e+17,0.0,0.0,7.309298482219793e-13,0.0,0.0,0.05513657491715785,0.28345132493571934,1140000000000000.0,1.88,10.0,6.37e+17,3.4e+43,5470.0,543.0,1.35,0.0,0.0,1.0005272399111558e+46,0.0,0,1.0
PKS 2326-477,3FGL J2036.8-2830,CGRABS J2329-4730,FSRQ,-47.5558013916016,352.339385986328,1.3,4.15912269902119e-12,6.025595860743593e+46,7.714193953667978e+17,0.0,0.0,6.970428100402412e-13,0.0,0.0,0.06224578636347015,0.20965750991398444,1.07e+16,1.87,4.42,8.75e+17,2.84e+44,274000.0,456.0,2.02,0.0,0.0,8.35734518043436e+46,0.0,0,1.0
Mkn 180,3FGL J2036.8-2830,CGRABS J1136+7009,HBL,70.1537017822266,174.12190246582,0.04,1.3753075067679498e-11,3.311311214825935e+42,6171355162934383.0,0.0,0.0,6.864703474998604e-13,0.0,0.0,0.02980377624457784,0.7164742294387169,6.18e+16,0.0474,6.18,0.0,8.12e+41,5670000.0,925.0,2.3,0.0,0.0,2.223596743022661e+46,0.0,0,1.0
4C +40.25,3FGL J2036.8-2830,CGRABS J1023+3948,FSRQ,39.8226013183594,155.788497924805,1.25,1.8315363115029e-11,1.5848931924611238e+46,3.980524080092677e+17,0.0,0.0,6.84166440758024e-13,0.0,0.0,0.04643520409737335,0.37161003576050733,1710000000000000.0,2.47,8.47,4.08e+17,3.66e+43,1560000.0,606.0,2.56,0.0,0.0,7.515901596833153e+45,0.0,0,1.0
PKS 0437-454,3FGL J2036.8-2830,CGRABS J0439-4522,LBL,-45.3583984375,69.7446975708008,2.02,8.55249551734438e-12,9.120108393559116e+45,2.993107254023176e+17,0.0,0.0,6.503093805235243e-13,0.0,0.0,0.032849252032334166,0.6270266673010193,2330000000000000.0,1.14,21.2,0.0,4.31e+42,342000.0,464.0,2.53,0.0,0.0,1.8175119297771896e+46,0.0,0,1.0
PKS 2052-47,3FGL J2036.8-2830,CGRABS J2056-4714,FSRQ,-47.2369003295898,314.071502685547,1.49,6.75120237492166e-11,3.9810717055349855e+46,6.29478226619307e+17,0.0,0.0,6.481578208091822e-13,0.0,0.0,0.032119198864064384,0.6718907217206792,1520000000000000.0,1.76,20.7,1.91e+18,8.61e+42,8350.0,78.1,1.3,0.0,0.0,3.901693511974304e+45,0.0,0,1.0
4C +39.23,3FGL J2036.8-2830,CGRABS J0824+3916,FSRQ,39.2574005126953,126.236099243164,1.22,9.01541168107922e-12,1.4125375446227496e+46,3.733669873575301e+17,0.0,0.0,6.373066469264574e-13,0.0,0.0,0.02827976127019782,0.8577617385596153,2230000000000000.0,1.74,11.7,4.04e+17,8.1e+42,5560.0,12.8,1.49,0.0,0.0,4.894800760928875e+45,0.0,0,1.0
PKS 1610-77,3FGL J2036.8-2830,CGRABS J1617-7717,FSRQ,-77.3040008544922,244.480606079102,1.71,2.2535020724467898e-11,5.011872336272756e+46,7.035344885745197e+17,0.0,0.0,6.266136282375732e-13,0.0,0.0,0.029146002542933782,0.7487893234476177,1000000000000000.0,2.77,18.6,8.07e+17,7.74e+42,6990.0,159.0,1.71,0.0,0.0,1.5894283704778313e+45,0.0,0,1.0
PKS 1016-311,3FGL J2036.8-2830,CGRABS J1018-3123,FSRQ,-31.4032001495361,154.591293334961,0.79,1.2287793178800099e-11,8.912509381337514e+45,2.993107254023176e+17,0.0,0.0,6.258453647588861e-13,0.0,0.0,0.03772070581615624,0.35161136996048764,8070000000000000.0,2.74,5.22,2.93e+17,4.19e+43,1130000.0,771.0,2.6,0.0,0.0,8.604269860855442e+45,0.0,0,1.0
S5 1044+71,3FGL J2036.8-2830,CGRABS J1048+7143,FSRQ,71.7296981811523,162.106704711914,1.15,6.81961501158845e-11,5.011872336272756e+46,7.035344885745197e+17,0.0,0.0,6.161011038536789e-13,0.0,0.0,0.02735638068200282,0.7966676505307775,1600000000000000.0,0.805,15.7,8.75e+17,9.33e+42,18000.0,264.0,1.83,0.0,0.0,4.5434070097975034e+45,0.0,0,1.0
S4 0954+65,3FGL J2036.8-2830,CGRABS J0958+6533,IBL,65.5678024291992,149.689697265625,0.37,3.5489420430190296e-11,5.6234132519034906e+44,7.405626195521259e+16,0.0,0.0,6.137317667209402e-13,0.0,0.0,0.035975789442800596,0.4746439022384414,6280000000000000.0,0.692,7.28,0.0,1.25e+43,6290000.0,354.0,2.51,0.0,0.0,1.3432597854016469e+46,0.0,0,1.0
S4 0003+38,3FGL J2036.8-2830,CGRABS J0005+3820,FSRQ,38.4010009765625,1.49860000610352,0.23,8.359154514414599e-12,5.754399373371543e+43,2.4685420651737532e+16,0.0,0.0,6.036083542674796e-13,0.0,0.0,0.04521914119200711,0.31343025290024057,2000000000000000.0,0.519,4.77,2.99e+16,1.31e+43,9610.0,235.0,1.81,0.0,0.0,1.4077362551009254e+46,0.0,0,1.0
OJ 508,3FGL J2036.8-2830,CGRABS J0808+4950,FSRQ,49.8338012695313,122.129898071289,1.43,5.164312553984639e-12,2.691534803926914e+46,5.183938336864882e+17,0.0,0.0,5.878870581308417e-13,0.0,0.0,0.052858036143009955,0.19986896846623114,1040000000000000.0,6.79,4.92,6.74e+17,2.29e+44,883000.0,925.0,2.16,0.0,0.0,8.362487514135786e+45,0.0,0,1.0
OK 290,3FGL J2036.8-2830,CGRABS J0956+2515,FSRQ,25.2817001342773,149.17610168457,0.71,1.08561493128434e-11,8.511380382023759e+45,2.931393702393832e+17,0.0,0.0,5.814757481414008e-13,0.0,0.0,0.02477850832315425,0.6163895390638306,2.06e+16,1.07,7.91,3.28e+17,1.48e+43,31900.0,327.0,2.66,0.0,0.0,3.7714791870094324e+45,0.0,0,1.0
4C +04.42,3FGL J2036.8-2830,CGRABS J1222+0413,FSRQ,4.23890018463135,185.627105712891,0.97,2.26786645018962e-11,1.5135612484362073e+46,3.857096976833989e+17,0.0,0.0,5.64166228225997e-13,0.0,0.0,0.010953560027125352,1.8668857570033788,2.25e+16,2.02,27.6,4.88e+17,3.79e+42,2510000.0,13.2,2.89,0.0,0.0,2.131273622471423e+43,0.0,0,1.0
PKS 1057-79,3FGL J2036.8-2830,CGRABS J1058-8003,LBL,-80.0640029907227,164.660003662109,0.58,1.9789394081759497e-11,3.9810717055349855e+45,2.0056904279536746e+17,0.0,0.0,5.454856027873161e-13,0.0,0.0,0.03344019384850973,0.4632090569416177,2.89e+17,0.0509,6.07,0.0,8.3e+43,1050000.0,721.0,2.42,0.0,0.0,1.0299783414239274e+48,0.0,0,1.0
TXS 0322+222,3FGL J2036.8-2830,CGRABS J0325+2224,FSRQ,22.4326000213623,51.4421005249023,2.07,2.0599457903336397e-11,3.0199517204019943e+46,5.461649319196928e+17,0.0,0.0,5.252003691282439e-13,0.0,0.0,0.03649087097408248,0.35731486237825205,6330000000000000.0,0.546,15.0,8.13e+17,3.58e+43,31200.0,928.0,2.42,0.0,0.0,2.4982334937983214e+46,0.0,0,1.0
PKS 1519-273,3FGL J2036.8-2830,CGRABS J1522-2730,IBL,-27.5058994293213,230.664199829102,1.29,1.93655612379384e-11,3.3884415613920342e+44,5.862787404787663e+16,0.0,0.0,5.246788951783909e-13,0.0,0.0,0.019577938860443195,1.1038448782143222,6750000000000000.0,0.141,28.3,0.0,5.04e+42,1340000.0,734.0,2.98,0.0,0.0,3.5170661476937266e+46,0.0,0,1.0
S5 0212+73,3FGL J2036.8-2830,CGRABS J0217+7349,FSRQ,73.8804016113281,34.3532981872559,2.37,1.2927662412787198e-11,2.1877616239495696e+47,1.4749538839413174e+18,0.0,0.0,5.215392482690171e-13,0.0,0.0,0.01841830223507181,0.960840408479645,2e+17,0.598,24.3,1.8e+18,2.33e+43,6830.0,29.5,2.81,0.0,0.0,3.3389192886521225e+43,0.0,0,1.0
PKS 0436-129,3FGL J2036.8-2830,CGRABS J0438-1251,FSRQ,-12.9053001403809,69.6099014282227,1.28,4.1330324579425e-12,1e+46,3.147391133096535e+17,0.0,0.0,5.159574851733561e-13,0.0,0.0,0.016923446953213486,1.4633654491620964,1020000000000000.0,1.68,20.5,3.92e+17,1.2e+42,6600.0,172.0,1.93,0.0,0.0,4.07784999473107e+45,0.0,0,1.0
PKS B1319-093,3FGL J2036.8-2830,CGRABS J1322-0937,FSRQ,-9.60750007629395,200.663696289063,1.86,1.3734879553140002e-11,3.0199517204019943e+46,5.461649319196928e+17,0.0,0.0,5.158333793790993e-13,0.0,0.0,0.01829472527311914,0.7214446886834296,1.44e+16,1.24,23.1,5.81e+17,2.14e+43,6190000.0,17.3,2.92,0.0,0.0,3.805517937483296e+43,0.0,0,1.0
4C +25.05,3FGL J2036.8-2830,CGRABS J0126+2559,FSRQ,25.85519,21.97833,2.36,7.2895275e-12,7.943282347242789e+46,8.917608210440182e+17,0.0,0.0,5.062220082678168e-13,0.0,0.0,0.03694893763760598,0.30655972865147463,1.26e+16,0.805,7.73,9.02e+17,4.32e+44,27000.0,24.7,2.58,0.0,0.0,1.36610394919274e+46,0.0,0,1.0
PKS 0420+022,3FGL J2036.8-2830,CGRABS J0422+0219,FSRQ,2.42759990692139,65.7022018432617,2.27,4.0502206623271896e-12,3.9810717055349855e+46,6.29478226619307e+17,0.0,0.0,5.054283286835308e-13,0.0,0.0,0.029489230741960627,0.5830708684678179,5350000000000000.0,0.329,10.6,6.67e+17,7.16e+43,13200000.0,61.8,2.69,0.0,0.0,1.2732480575878689e+46,0.0,0,1.0
4C +01.28,3FGL J2036.8-2830,CGRABS J1058+0133,LBL,1.56410002708435,164.623992919922,0.89,6.614030156892879e-11,3.3113112148259345e+45,1.820549773065643e+17,0.0,0.0,5.000956387019e-13,0.0,0.0,0.033209404015928284,0.41041553061162434,1.97e+17,0.123,7.11,0.0,1.65e+44,401000.0,1010.0,2.32,0.0,0.0,3.912766614341732e+47,0.0,0,1.0
PKS 0332-403,3FGL J2036.8-2830,CGRABS J0334-4008,LBL,-40.1450004577637,53.5565986633301,1.36,3.49290457668516e-11,3.019951720401995e+45,1.7279794456216272e+17,0.0,0.0,4.967111978305629e-13,0.0,0.0,0.028833720852316367,0.5374442676794233,9.28e+16,0.0731,14.2,0.0,5.39e+43,146000.0,778.0,2.44,0.0,0.0,3.2571575433835366e+47,0.0,0,1.0
OL 220,3FGL J2036.8-2830,CGRABS J1014+2301,FSRQ,22.9545001983643,153.715896606445,0.57,5.00557234550669e-12,6.025595860743594e+45,2.4376852893590813e+17,0.0,0.0,4.931861054922965e-13,0.0,0.0,0.015367790597356504,0.9081529786733644,7790000000000000.0,1.62,10.7,2.93e+17,2.92e+42,1570000.0,166.0,2.78,0.0,0.0,2.5286158242113903e+45,0.0,0,1.0
PKS 2325+093,3FGL J2036.8-2830,CGRABS J2327+0940,FSRQ,9.65429973602295,351.895904541016,1.84,2.1229747126927398e-11,3.0199517204019943e+46,5.461649319196928e+17,0.0,0.0,4.847402293582606e-13,0.0,0.0,0.02104089214921212,0.7319495443486915,4.96e+16,0.504,15.6,5.78e+17,5.72e+43,205000.0,10.5,2.47,0.0,0.0,8.808379729060294e+43,0.0,0,1.0
PKS 0310+013,3FGL J2036.8-2830,CGRABS J0312+0133,FSRQ,1.57239997386932,48.2221984863281,0.66,7.4082745146753e-12,2.511886431509572e+45,1.5736955665482675e+17,0.0,0.0,4.712675426145156e-13,0.0,0.0,0.007819829131070186,2.2074937987964476,1000000000000000.0,1.07,27.5,2.03e+17,3.74e+41,13200.0,84.6,2.59,0.0,0.0,2.8046043429033846e+44,0.0,0,1.0
PKS 1532+01,3FGL J2036.8-2830,CGRABS J1534+0131,FSRQ,1.52240002155304,233.724700927734,1.43,1.3168088147663699e-11,1.2882495516931323e+46,3.5793859945019424e+17,0.0,0.0,4.705648276369248e-13,0.0,0.0,0.04689118264819111,0.14860646732725954,1.14e+17,0.112,3.31,4.14e+17,1.56e+45,5090.0,1890.0,1.25,0.0,0.0,1.0130353452588896e+48,0.0,0,1.0
PKS 1717+177,3FGL J2036.8-2830,CGRABS J1719+1745,IBL,17.7532997131348,259.806213378906,0.14,2.20335017592221e-11,4.897788193684437e+43,2.159974307027034e+16,0.0,0.0,4.694559359184928e-13,0.0,0.0,0.017800996382189942,0.916722950281952,4400000000000000.0,0.136,11.7,0.0,4.12e+42,24900.0,17.0,2.25,0.0,0.0,2.0063062036833564e+46,0.0,0,1.0
PMN J0127-0821,3FGL J2036.8-2830,CGRABS J0127-0821,LBL,-8.33049964904785,21.8073997497559,0.36,7.79129538663881e-12,1.096478196143183e+44,3.3942453396139104e+16,0.0,0.0,4.660214735795506e-13,0.0,0.0,0.020307883093300994,0.7428459332749412,2960000000000000.0,0.379,12.5,0.0,1.35e+42,50400.0,575.0,2.77,0.0,0.0,3.440200609772117e+46,0.0,0,1.0
B3 1417+385,3FGL J2036.8-2830,CGRABS J1419+3821,FSRQ,38.3656997680664,214.894393920898,1.83,7.2517933498439396e-12,2.511886431509572e+46,4.967940906162178e+17,0.0,0.0,4.587412492301632e-13,0.0,0.0,0.022518698268922867,0.6186239497780175,2100000000000000.0,0.59,19.6,1.97e+18,3.45e+42,30300000.0,309.0,2.66,0.0,0.0,2.2403666289379288e+46,0.0,0,1.0
PMN J0948+0022,3FGL J2036.8-2830,CGRABS J0948+0022,NLS1,0.371699988842011,147.244293212891,0.58,4.995208413571819e-11,5.011872336272756e+45,2.2216878586563776e+17,0.0,0.0,4.398500373111207e-13,0.0,0.0,0.02837267714079994,0.42908346854969265,1470000000000000.0,3.14,7.59,0.0,3.22e+43,8260.0,44.7,1.13,0.0,0.0,2.4146593540505078e+45,0.0,0,1.0
Mkn 421,3FGL J2036.8-2830,CGRABS J1104+3812,HBL,38.2070007324219,166.118698120117,0.03,4.4957787492805303e-10,3.9810717055349854e+43,1.8514065488803148e+16,0.0,0.0,4.363137360770708e-13,0.0,0.0,0.022937884492941152,0.529600967361688,3.64e+16,0.136,5.0,0.0,2.12e+42,2090000.0,95.0,1.62,0.0,0.0,6.704028639556964e+44,0.0,0,1.0
1H 1013+498,3FGL J2036.8-2830,CGRABS J1015+4926,HBL,49.4336013793945,153.768005371094,0.21,9.35165209159372e-11,4.365158322401666e+44,6.479922921081102e+16,0.0,0.0,4.337330800030207e-13,0.0,0.0,0.0175558030664474,0.8017166359036908,8.36e+16,0.178,7.28,0.0,6.01e+42,402000.0,106.0,1.59,0.0,0.0,1.1484827379572346e+46,0.0,0,1.0
PKS 1034-374,3FGL J2036.8-2830,CGRABS J1036-3744,FSRQ,-37.7145,159.35792,1.82,4.324469e-12,3.0199517204019943e+46,5.461649319196928e+17,0.0,0.0,4.326419329240835e-13,0.0,0.0,0.022464721990563104,0.7272022595317196,1340000000000000.0,4.03,12.6,5.69e+17,4.67e+42,64300.0,335.0,2.57,0.0,0.0,3.7632830168461194e+45,0.0,0,1.0
PKS 1546+027,3FGL J2036.8-2830,CGRABS J1549+0237,FSRQ,2.60840010643005,237.385101318359,0.41,1.5024754010384297e-11,5.011872336272756e+45,2.2216878586563776e+17,0.0,0.0,3.8530764652853275e-13,0.0,0.0,0.027625946780864195,0.3551481550916103,3.24e+16,0.506,4.59,3.21e+17,6.2e+43,33700.0,55.4,1.7,0.0,0.0,7.693814116660662e+46,0.0,0,1.0
PKS 1004-217,3FGL J2036.8-2830,CGRABS J1006-2159,FSRQ,-21.9909992218018,151.693099975586,0.33,1.4412694128440598e-11,2.3988329190195046e+45,1.5428387907335958e+17,0.0,0.0,3.8048921390137046e-13,0.0,0.0,0.009998146431879818,1.262390712115557,1440000000000000.0,1.41,12.6,1.93e+17,9.33e+41,17400.0,155.0,2.22,0.0,0.0,1.244175496208381e+45,0.0,0,1.0
S3 0827+24,3FGL J2036.8-2830,CGRABS J0830+2410,FSRQ,24.172700881958,127.701499938965,0.94,2.25382039420463e-11,3.0199517204019943e+46,5.461649319196928e+17,0.0,0.0,3.7876431112297623e-13,0.0,0.0,0.009346323343875609,1.4424223772454388,2.08e+16,1.49,21.0,6.4e+17,8.58e+42,4890000.0,12.3,2.81,0.0,0.0,2.915662746232716e+43,0.0,0,1.0
